Fallout 2 RE	Matched function	Line	Code
0x4ca934	DWORD mouse_click_in(DWORD x, DWORD y, DWORD x_offs, DWORD y_offs)	line 3886 in inventory.c	if (sub_4CA934(245, 310, 309, 48 * gInventorySlotsCount + 310)) {
0x4776a4	void item_move_force()	line 3889 in inventory.c	if (sub_4776A4(off_519058, a6, a1, quantityToMove) == -1) {
0x4ca934	DWORD mouse_click_in(DWORD x, DWORD y, DWORD x_offs, DWORD y_offs)	line 3899 in inventory.c	if (sub_4CA934(330, 310, 394, 48 * gInventorySlotsCount + 310)) {
0x4776a4	void item_move_force()	line 3902 in inventory.c	if (sub_4776A4(a5, a6, a1, quantityToMove) == -1) {
0x475070	void barter_move_from_table_inventory()	line 3917 in inventory.c	void sub_475070(Object* a1, int quantity, int a3, Object* a4, Object* a5, bool a6)
0x4c8b78	DWORD get_input()	line 3958 in inventory.c	sub_4C8B78();
0x4ca934	DWORD mouse_click_in(DWORD x, DWORD y, DWORD x_offs, DWORD y_offs)	line 3969 in inventory.c	if (sub_4CA934(80, 310, 144, 48 * gInventorySlotsCount + 310)) {
0x4776a4	void item_move_force()	line 3972 in inventory.c	if (sub_4776A4(a5, off_519058, a1, quantityToMove) == -1) {
0x4ca934	DWORD mouse_click_in(DWORD x, DWORD y, DWORD x_offs, DWORD y_offs)	line 3982 in inventory.c	if (sub_4CA934(475, 310, 539, 48 * gInventorySlotsCount + 310)) {
0x4776a4	void item_move_force()	line 3985 in inventory.c	if (sub_4776A4(a5, a4, a1, quantityToMove) == -1) {
0x4705a0	void display_inventory_info()	line 4020 in inventory.c	sub_4705A0(inventoryItem->item, inventoryItem->quantity, dest, 480, index == a4);
0x4705a0	void display_inventory_info()	line 4058 in inventory.c	sub_4705A0(inventoryItem->item, inventoryItem->quantity, dest, 480, index == a4);
0x474b2c	DWORD barter_compute_value(GameObject* source, GameObject* target)	line 4068 in inventory.c	int weight = sub_474B2C(gDude, off_59E81C[0]);
0x474b2c	DWORD barter_compute_value(GameObject* source, GameObject* target)	line 4072 in inventory.c	int cost = sub_474B2C(gDude, off_59E81C[0]);
0x472698	GameObject* inven_find_type(GameObject* critter, DWORD itemType, DWORD* slot)	line 4109 in inventory.c	item1 = sub_472698(a2, ITEM_TYPE_WEAPON, NULL);
0x46ec90	void setup_inventory()	line 4138 in inventory.c	bool isoWasEnabled = sub_46EC90(INVENTORY_WINDOW_TYPE_TRADE);
0x47036c	void display_target_inventory(DWORD inventoryOffset, DWORD visibleOffset, DWORD* targetInventory, DWORD mode)	line 4139 in inventory.c	sub_47036C(dword_59E7EC[dword_59E948], -1, off_59E978, INVENTORY_WINDOW_TYPE_TRADE);
0x46fdf4	void display_inventory(DWORD inventoryOffset, DWORD visibleOffset, DWORD mode)	line 4140 in inventory.c	sub_46FDF4(dword_59E844[0], -1, INVENTORY_WINDOW_TYPE_TRADE);
0x470650	void display_body()	line 4141 in inventory.c	sub_470650(a2->fid, INVENTORY_WINDOW_TYPE_TRADE);
0x4c8b78	DWORD get_input()	line 4170 in inventory.c	keyCode = sub_4C8B78();
0x4776ac	void item_move_all()	line 4182 in inventory.c	sub_4776AC(a4, a2);
0x4776ac	void item_move_all()	line 4183 in inventory.c	sub_4776AC(a3, gDude);
0x448268	void barter_end_to_talk_to()	line 4184 in inventory.c	sub_448268();
0x474c50	void barter_attempt_transaction()	line 4188 in inventory.c	if (sub_474C50(off_519058, a3, a2, a4) == 0) {
0x47036c	void display_target_inventory(DWORD inventoryOffset, DWORD visibleOffset, DWORD* targetInventory, DWORD mode)	line 4189 in inventory.c	sub_47036C(dword_59E7EC[dword_59E948], -1, off_59E978, INVENTORY_WINDOW_TYPE_TRADE);
0x46fdf4	void display_inventory(DWORD inventoryOffset, DWORD visibleOffset, DWORD mode)	line 4190 in inventory.c	sub_46FDF4(dword_59E844[dword_59E96C], -1, INVENTORY_WINDOW_TYPE_TRADE);
0x46fdf4	void display_inventory(DWORD inventoryOffset, DWORD visibleOffset, DWORD mode)	line 4206 in inventory.c	sub_46FDF4(dword_59E844[dword_59E96C], -1, INVENTORY_WINDOW_TYPE_TRADE);
0x46fdf4	void display_inventory(DWORD inventoryOffset, DWORD visibleOffset, DWORD mode)	line 4216 in inventory.c	sub_46FDF4(dword_59E844[dword_59E96C], -1, INVENTORY_WINDOW_TYPE_TRADE);
0x47036c	void display_target_inventory(DWORD inventoryOffset, DWORD visibleOffset, DWORD* targetInventory, DWORD mode)	line 4236 in inventory.c	sub_47036C(dword_59E7EC[dword_59E948], -1, off_59E978, INVENTORY_WINDOW_TYPE_TRADE);
0x47036c	void display_target_inventory(DWORD inventoryOffset, DWORD visibleOffset, DWORD* targetInventory, DWORD mode)	line 4242 in inventory.c	sub_47036C(dword_59E7EC[dword_59E948], -1, off_59E978, INVENTORY_WINDOW_TYPE_TRADE);
0x476394	void container_exit()	line 4246 in inventory.c	sub_476394(keyCode, INVENTORY_WINDOW_TYPE_TRADE);
0x474dac	void barter_move_inventory()	line 4264 in inventory.c	sub_474DAC(inventoryItem->item, inventoryItem->quantity, v30, v31, a2, a3, true);
0x47036c	void display_target_inventory(DWORD inventoryOffset, DWORD visibleOffset, DWORD* targetInventory, DWORD mode)	line 4265 in inventory.c	sub_47036C(dword_59E7EC[dword_59E948], -1, off_59E978, INVENTORY_WINDOW_TYPE_TRADE);
0x46fdf4	void display_inventory(DWORD inventoryOffset, DWORD visibleOffset, DWORD mode)	line 4266 in inventory.c	sub_46FDF4(dword_59E844[dword_59E96C], -1, INVENTORY_WINDOW_TYPE_TRADE);
0x474dac	void barter_move_inventory()	line 4281 in inventory.c	sub_474DAC(inventoryItem->item, inventoryItem->quantity, v35, v36, a2, a4, false);
0x47036c	void display_target_inventory(DWORD inventoryOffset, DWORD visibleOffset, DWORD* targetInventory, DWORD mode)	line 4282 in inventory.c	sub_47036C(dword_59E7EC[dword_59E948], -1, off_59E978, INVENTORY_WINDOW_TYPE_TRADE);
0x46fdf4	void display_inventory(DWORD inventoryOffset, DWORD visibleOffset, DWORD mode)	line 4283 in inventory.c	sub_46FDF4(dword_59E844[dword_59E96C], -1, INVENTORY_WINDOW_TYPE_TRADE);
0x475070	void barter_move_from_table_inventory()	line 4297 in inventory.c	sub_475070(inventoryItem->item, inventoryItem->quantity, v41, a2, a3, true);
0x47036c	void display_target_inventory(DWORD inventoryOffset, DWORD visibleOffset, DWORD* targetInventory, DWORD mode)	line 4298 in inventory.c	sub_47036C(dword_59E7EC[dword_59E948], -1, off_59E978, INVENTORY_WINDOW_TYPE_TRADE);
0x46fdf4	void display_inventory(DWORD inventoryOffset, DWORD visibleOffset, DWORD mode)	line 4299 in inventory.c	sub_46FDF4(dword_59E844[dword_59E96C], -1, INVENTORY_WINDOW_TYPE_TRADE);
0x475070	void barter_move_from_table_inventory()	line 4313 in inventory.c	sub_475070(inventoryItem->item, inventoryItem->quantity, v45, a2, a4, false);
0x47036c	void display_target_inventory(DWORD inventoryOffset, DWORD visibleOffset, DWORD* targetInventory, DWORD mode)	line 4314 in inventory.c	sub_47036C(dword_59E7EC[dword_59E948], -1, off_59E978, INVENTORY_WINDOW_TYPE_TRADE);
0x46fdf4	void display_inventory(DWORD inventoryOffset, DWORD visibleOffset, DWORD mode)	line 4315 in inventory.c	sub_46FDF4(dword_59E844[dword_59E96C], -1, INVENTORY_WINDOW_TYPE_TRADE);
0x4776ac	void item_move_all()	line 4326 in inventory.c	sub_4776AC(a1a, a2);
0x46fbd8	void exit_inventory()	line 4343 in inventory.c	sub_46FBD8(isoWasEnabled);
0x47620c	void container_enter()	line 4350 in inventory.c	void sub_47620C(int keyCode, int inventoryWindowType)
0x470650	void display_body()	line 4364 in inventory.c	sub_470650(item->fid, inventoryWindowType);
0x47036c	void display_target_inventory(DWORD inventoryOffset, DWORD visibleOffset, DWORD* targetInventory, DWORD mode)	line 4365 in inventory.c	sub_47036C(dword_59E7EC[dword_59E948], -1, off_59E978, inventoryWindowType);
0x4716e8	void adjust_fid()	line 4382 in inventory.c	sub_4716E8();
0x470650	void display_body()	line 4383 in inventory.c	sub_470650(-1, inventoryWindowType);
0x46fdf4	void display_inventory(DWORD inventoryOffset, DWORD visibleOffset, DWORD mode)	line 4384 in inventory.c	sub_46FDF4(dword_59E844[dword_59E96C], -1, inventoryWindowType);
0x476394	void container_exit()	line 4391 in inventory.c	void sub_476394(int keyCode, int inventoryWindowType)
0x4716e8	void adjust_fid()	line 4398 in inventory.c	sub_4716E8();
0x470650	void display_body()	line 4399 in inventory.c	sub_470650(-1, inventoryWindowType);
0x46fdf4	void display_inventory(DWORD inventoryOffset, DWORD visibleOffset, DWORD mode)	line 4400 in inventory.c	sub_46FDF4(dword_59E844[dword_59E96C], -1, inventoryWindowType);
0x470650	void display_body()	line 4407 in inventory.c	sub_470650(v5->fid, inventoryWindowType);
0x47036c	void display_target_inventory(DWORD inventoryOffset, DWORD visibleOffset, DWORD* targetInventory, DWORD mode)	line 4408 in inventory.c	sub_47036C(dword_59E7EC[dword_59E948], -1, off_59E978, inventoryWindowType);
0x476464	void drop_into_container()	line 4415 in inventory.c	int sub_476464(Object* a1, Object* a2, int a3, Object** a4, int quantity)
0x4715f8	void adjust_ac()	line 4442 in inventory.c	sub_4715F8(off_59E86C[0], gInventoryArmor, NULL);
0x47650c	void drop_ammo_into_weapon()	line 4452 in inventory.c	int sub_47650C(Object* weapon, Object* ammo, Object** a3, int quantity, int keyCode)
0x478918	DWORD item_w_reload(GameObject* weapon, GameObject* ammo)	line 4481 in inventory.c	int v11 = sub_478918(weapon, v14);
0x49b9a0	DWORD obj_destroy(GameObject* object)	line 4487 in inventory.c	sub_49B9A0(v14);
0x472b54	void inven_from_button()	line 4490 in inventory.c	if (sub_472B54(keyCode, &v14, NULL, NULL) == 0) {
0x47664c	void draw_amount()	line 4517 in inventory.c	void sub_47664C(int value, int inventoryWindowType)
0x47664c	void draw_amount()	line 4586 in inventory.c	sub_47664C(value, inventoryWindowType);
0x4c8b78	DWORD get_input()	line 4590 in inventory.c	int keyCode = sub_4C8B78();
0x47664c	void draw_amount()	line 4608 in inventory.c	sub_47664C(value, inventoryWindowType);
0x4c9370	void get_time()	line 4614 in inventory.c	sub_4C9370();
0x47664c	void draw_amount()	line 4622 in inventory.c	sub_47664C(value, inventoryWindowType);
0x4c8b78	DWORD get_input()	line 4623 in inventory.c	sub_4C8B78();
0x47664c	void draw_amount()	line 4639 in inventory.c	sub_47664C(value, inventoryWindowType);
0x4c9370	void get_time()	line 4647 in inventory.c	sub_4C9370();
0x47664c	void draw_amount()	line 4655 in inventory.c	sub_47664C(value, inventoryWindowType);
0x4c8b78	DWORD get_input()	line 4656 in inventory.c	sub_4C8B78();
0x47664c	void draw_amount()	line 4672 in inventory.c	sub_47664C(value, inventoryWindowType);
0x47664c	void draw_amount()	line 4687 in inventory.c	sub_47664C(value, inventoryWindowType);
0x47664c	void draw_amount()	line 4697 in inventory.c	sub_47664C(value, inventoryWindowType);
0x451970	void gsound_red_butt_press()	line 4787 in inventory.c	buttonSetCallbacks(btn, sub_451970, sub_451978);
0x451970	void gsound_red_butt_press()	line 4801 in inventory.c	buttonSetCallbacks(btn, sub_451970, sub_451978);
0x451970	void gsound_red_butt_press()	line 4815 in inventory.c	buttonSetCallbacks(btn, sub_451970, sub_451978);
0x451970	void gsound_red_butt_press()	line 4821 in inventory.c	buttonSetCallbacks(btn, sub_451970, sub_451978);
0x451970	void gsound_red_butt_press()	line 4844 in inventory.c	buttonSetCallbacks(btn, sub_451970, sub_451978);
0x477074	void inven_set_timer()	line 4872 in inventory.c	int sub_477074(Object* a1)
0x4779f0	void item_identical()	line 226 in item.c	if (sub_4779F0(inventory->items[index].item, itemToAdd) != 0) {
0x4775d8	void item_compact()	line 324 in item.c	sub_4775D8(index, inventory);
0x489ccc	void obj_copy()	line 327 in item.c	if (sub_489CCC(&(inventoryItem->item), itemToRemove) == -1) {
0x489f34	void obj_disconnect()	line 331 in item.c	sub_489F34(inventoryItem->item, NULL);
0x4775d8	void item_compact()	line 359 in item.c	void sub_4775D8(int inventoryItemIndex, Inventory* inventory)
0x477608	void item_move_func()	line 371 in item.c	int sub_477608(Object* a1, Object* a2, Object* a3, int quantity, bool a5)
0x489ec4	DWORD obj_connect(GameObject* object, DWORD tile, DWORD elevation, RECT* rect)	line 393 in item.c	sub_489EC4(a3, owner->tile, owner->elevation, &updatedRect);
0x47769c	void item_move()	line 406 in item.c	int sub_47769C(Object* a1, Object* a2, Object* a3, int quantity)
0x477608	void item_move_func()	line 408 in item.c	return sub_477608(a1, a2, a3, quantity, false);
0x4776a4	void item_move_force()	line 412 in item.c	int sub_4776A4(Object* a1, Object* a2, Object* a3, int quantity)
0x477608	void item_move_func()	line 414 in item.c	return sub_477608(a1, a2, a3, quantity, true);
0x4776ac	void item_move_all()	line 418 in item.c	void sub_4776AC(Object* a1, Object* a2)
0x477608	void item_move_func()	line 423 in item.c	sub_477608(a1, a2, inventoryItem->item, inventoryItem->quantity, true);
0x4776e0	void item_move_all_hidden()	line 428 in item.c	int sub_4776E0(Object* a1, Object* a2)
0x477608	void item_move_func()	line 448 in item.c	sub_477608(a1, a2, inventoryItem->item, inventoryItem->quantity, true);
0x477770	void item_destroy_all_hidden()	line 459 in item.c	int sub_477770(Object* a1)
0x49b9a0	DWORD obj_destroy(GameObject* object)	line 481 in item.c	sub_49B9A0(inventoryItem->item);
0x477804	void item_drop_all()	line 492 in item.c	int sub_477804(Object* critter, int tile)
0x489ec4	DWORD obj_connect(GameObject* object, DWORD tile, DWORD elevation, RECT* rect)	line 507 in item.c	if (sub_489EC4(item, tile, critter->elevation, NULL) != 0) {
0x49b9a0	DWORD obj_destroy(GameObject* object)	line 509 in item.c	sub_49B9A0(item);
0x4715f8	void adjust_ac()	line 526 in item.c	sub_4715F8(critter, item, NULL);
0x489ec4	DWORD obj_connect(GameObject* object, DWORD tile, DWORD elevation, RECT* rect)	line 535 in item.c	if (sub_489EC4(item, tile, critter->elevation, NULL) != 0) {
0x49b9a0	DWORD obj_destroy(GameObject* object)	line 537 in item.c	sub_49B9A0(item);
0x4779f0	void item_identical()	line 558 in item.c	bool sub_4779F0(Object* a1, Object* a2)
0x477f3c	void can_use_weapon()	line 860 in item.c	bool sub_477F3C(Object* weapon)
0x478040	void item_mp_cost()	line 918 in item.c	int sub_478040(Object* obj, int hitMode, bool aiming)
0x478b24	DWORD item_w_mp_cost(GameObject* source, DWORD hitMode, DWORD isCalled)	line 930 in item.c	return sub_478B24(obj, hitMode, aiming);
0x47808c	void item_count()	line 936 in item.c	int sub_47808C(Object* obj, Object* a2)
0x47808c	void item_count()	line 948 in item.c	quantity = sub_47808C(item, a2);
0x4780e4	void item_queued()	line 962 in item.c	int sub_4780E4(Object* obj)
0x4780e4	void item_queued()	line 980 in item.c	if (sub_4780E4(inventoryItem->item)) {
0x478154	void item_replace()	line 990 in item.c	Object* sub_478154(Object* a1, Object* a2, int a3)
0x4779f0	void item_identical()	line 1003 in item.c	if (sub_4779F0(inventoryItem->item, a2)) {
0x49b9a0	DWORD obj_destroy(GameObject* object)	line 1013 in item.c	sub_49B9A0(item);
0x478154	void item_replace()	line 1019 in item.c	Object* obj = sub_478154(inventoryItem->item, a2, a3);
0x478370	void item_w_skill_level()	line 1105 in item.c	int sub_478370(Object* critter, int hitMode)
0x478768	void item_w_try_reload()	line 1351 in item.c	int sub_478768(Object* critter, Object* weapon)
0x472698	GameObject* inven_find_type(GameObject* critter, DWORD itemType, DWORD* slot)	line 1363 in item.c	Object* ammo = sub_472698(critter, ITEM_TYPE_AMMO, &inventoryItemIndex);
0x478918	DWORD item_w_reload(GameObject* weapon, GameObject* ammo)	line 1370 in item.c	int rc = sub_478918(weapon, ammo);
0x49b9a0	DWORD obj_destroy(GameObject* object)	line 1372 in item.c	sub_49B9A0(ammo);
0x472698	GameObject* inven_find_type(GameObject* critter, DWORD itemType, DWORD* slot)	line 1386 in item.c	Object* ammo = sub_472698(critter, ITEM_TYPE_AMMO, &inventoryItemIndex);
0x478918	DWORD item_w_reload(GameObject* weapon, GameObject* ammo)	line 1392 in item.c	int rc = sub_478918(weapon, ammo);
0x49b9a0	DWORD obj_destroy(GameObject* object)	line 1394 in item.c	sub_49B9A0(ammo);
0x478918	DWORD item_w_reload(GameObject* weapon, GameObject* ammo)	line 1406 in item.c	if (sub_478918(weapon, NULL) != 0) {
0x478918	DWORD item_w_reload(GameObject* weapon, GameObject* ammo)	line 1466 in item.c	int sub_478918(Object* weapon, Object* ammo)
0x478a1c	DWORD item_w_range(GameObject* critter, DWORD hitMode)	line 1507 in item.c	int sub_478A1C(Object* critter, int hitMode)
0x42e6ac	void critter_flag_check()	line 1540 in item.c	if (sub_42E6AC(critter->pid, 0x2000)) {
0x478b24	DWORD item_w_mp_cost(GameObject* source, DWORD hitMode, DWORD isCalled)	line 1550 in item.c	int sub_478B24(Object* critter, int hitMode, bool aiming)
0x478a1c	DWORD item_w_range(GameObject* critter, DWORD hitMode)	line 1604 in item.c	if (sub_478A1C(critter, hitMode) > 2) {
0x478e5c	void item_w_called_shot()	line 1748 in item.c	int sub_478E5C(Object* critter, int hitMode)
0x478ef4	void item_w_can_unload()	line 1771 in item.c	int sub_478EF4(Object* weapon)
0x478f80	void item_w_unload()	line 1805 in item.c	Object* sub_478F80(Object* weapon)
0x478ef4	void item_w_can_unload()	line 1807 in item.c	if (!sub_478EF4(weapon)) {
0x489f34	void obj_disconnect()	line 1822 in item.c	sub_489F34(ammo, NULL);
0x4790ac	DWORD item_w_compute_ammo_cost(GameObject* item, DWORD* rounds)	line 1872 in item.c	int sub_4790AC(Object* obj, int* inout_a2)
0x4790e8	void item_w_is_grenade()	line 1896 in item.c	bool sub_4790E8(Object* weapon)
0x47910c	void item_w_area_damage_radius()	line 1904 in item.c	int sub_47910C(Object* weapon, int hitMode)
0x479188	void item_w_rocket_dmg_radius()	line 1914 in item.c	v1 = sub_479188(weapon);
0x4790e8	void item_w_is_grenade()	line 1918 in item.c	if (sub_4790E8(weapon)) {
0x479180	void item_w_grenade_dmg_radius()	line 1920 in item.c	v1 = sub_479180(weapon);
0x479180	void item_w_grenade_dmg_radius()	line 1927 in item.c	int sub_479180(Object* weapon)
0x479188	void item_w_rocket_dmg_radius()	line 1933 in item.c	int sub_479188(Object* weapon)
0x4794a4	void item_m_use_charged_item()	line 2166 in item.c	int sub_4794A4(Object* critter, Object* miscItem)
0x45efec	void intface_update_items(DWORD animate, DWORD modeLeft, DWORD modeRight)	line 2351 in item.c	sub_45EFEC(false, -1, -1);
0x479954	void item_m_turn_off_from_queue()	line 2370 in item.c	int sub_479954(Object* obj, void* data)
0x479b44	void insert_drug_effect()	line 2514 in item.c	int sub_479B44(Object* critter, Object* item, int a3, int* stats, int* mods)
0x479c20	void perform_drug_effect()	line 2555 in item.c	void sub_479C20(Object* critter, int* stats, int* mods, bool isImmediate)
0x426ec4	void combatKillCritterOutsideCombat()	line 2606 in item.c	sub_426EC4(critter, v24);
0x479ee4	void drug_effect_allowed()	line 2659 in item.c	bool sub_479EE4(Object* critter, int pid)
0x479f60	DWORD item_d_take_drug(GameObject* source, GameObject* item)	line 2695 in item.c	int sub_479F60(Object* critter, Object* item)
0x4a2790	void queue_clear_type(DWORD qType, void* func)	line 2725 in item.c	sub_4A2790(EVENT_TYPE_WITHDRAWAL, sub_47A324);
0x479ee4	void drug_effect_allowed()	line 2727 in item.c	if (sub_479EE4(critter, item->pid)) {
0x479c20	void perform_drug_effect()	line 2728 in item.c	sub_479C20(critter, proto->item.data.drug.stat, proto->item.data.drug.amount, true);
0x479b44	void insert_drug_effect()	line 2729 in item.c	sub_479B44(critter, item, proto->item.data.drug.duration1, proto->item.data.drug.stat, proto->item.data.drug.amount1);
0x479b44	void insert_drug_effect()	line 2730 in item.c	sub_479B44(critter, item, proto->item.data.drug.duration2, proto->item.data.drug.stat, proto->item.data.drug.amount2);
0x47a290	void insert_withdrawal()	line 2757 in item.c	sub_47A290(critter, 1, proto->item.data.drug.withdrawalOnset, proto->item.data.drug.withdrawalEffect, item->pid);
0x47a178	void item_d_clear()	line 2770 in item.c	int sub_47A178(Object* obj, void* data)
0x479c20	void perform_drug_effect()	line 2794 in item.c	sub_479C20(obj, drugEffectEvent->stats, drugEffectEvent->modifiers, false);
0x47a290	void insert_withdrawal()	line 2835 in item.c	int sub_47A290(Object* obj, int a2, int duration, int perk, int pid)
0x47a2fc	void item_wd_clear()	line 2855 in item.c	int sub_47A2FC(Object* obj, void* data)
0x47a324	void item_wd_clear_all()	line 2871 in item.c	int sub_47A324(Object* a1, void* data)
0x47a290	void insert_withdrawal()	line 2887 in item.c	sub_47A290(a1, 1, dword_59E988, withdrawalEvent->perk, withdrawalEvent->pid);
0x47a290	void insert_withdrawal()	line 2982 in item.c	sub_47A290(obj, 0, duration, perk, pid);
0x4775d8	void item_compact()	line 3112 in item.c	sub_4775D8(index, inventory);
0x489f34	void obj_disconnect()	line 3152 in item.c	sub_489F34(item, NULL);
0x47a980	DWORD light_get_tile(DWORD elevation, DWORD tileNum)	line 53 in light.c	int sub_47A980(int elevation, int tile)
0x47aac0	void lips_fix_string()	line 62 in lips.c	char* sub_47AAC0(const char* fileName, size_t length)
0x4ae634	void soundGetPosition()	line 78 in lips.c	int v1 = sub_4AE634(gLipsData.sound);
0x4ae6cc	void soundSetPosition()	line 143 in lips.c	if (sub_4AE6CC(gLipsData.sound, gLipsData.field_20) != 0) {
0x4c9370	void get_time()	line 164 in lips.c	dword_5193B4 = sub_4C9370();
0x47aac0	void lips_fix_string()	line 254 in lips.c	strcat(path, sub_47AAC0(gLipsData.field_50, sizeof(gLipsData.field_50)));
0x47b5d0	void lips_make_speech()	line 378 in lips.c	sub_47B5D0();
0x47b5d0	void lips_make_speech()	line 388 in lips.c	int sub_47B5D0()
0x47aac0	void lips_fix_string()	line 396 in lips.c	char* v1 = sub_47AAC0(gLipsData.field_50, sizeof(gLipsData.field_50));
0x47f48c	void DummyFunc()	line 90 in loadsave.c	sub_47F48C,
0x480734	void SaveObjDudeCid()	line 91 in loadsave.c	sub_480734,
0x47f510	void GameMap2Slot()	line 93 in loadsave.c	sub_47F510,
0x48d59c	void obj_save_dude()	line 95 in loadsave.c	sub_48D59C,
0x43c1b0	void editor_save()	line 108 in loadsave.c	sub_43C1B0,
0x47f48c	void DummyFunc()	line 116 in loadsave.c	sub_47F48C,
0x47f490	void PrepLoad()	line 121 in loadsave.c	sub_47F490,
0x480710	void LoadObjDudeCid()	line 122 in loadsave.c	sub_480710,
0x47f990	void SlotMap2Game()	line 124 in loadsave.c	sub_47F990,
0x48d600	void obj_load_dude()	line 126 in loadsave.c	sub_48D600,
0x43c1e0	void editor_load()	line 139 in loadsave.c	sub_43C1E0,
0x47f4c8	void EndLoad(DbFile* file)	line 147 in loadsave.c	sub_47F4C8,
0x47b7e4	void InitLoadSave()	line 219 in loadsave.c	void sub_47B7E4()
0x480040	void MapDirErase(char* folder, char* ext)	line 229 in loadsave.c	sub_480040("MAPS\\", "SAV");
0x480040	void MapDirErase(char* folder, char* ext)	line 230 in loadsave.c	sub_480040("PROTO\\CRITTERS\\", "PRO");
0x480040	void MapDirErase(char* folder, char* ext)	line 231 in loadsave.c	sub_480040("PROTO\\ITEMS\\", "PRO");
0x47b85c	void ResetLoadSave()	line 235 in loadsave.c	void sub_47B85C()
0x480040	void MapDirErase(char* folder, char* ext)	line 237 in loadsave.c	sub_480040("MAPS\\", "SAV");
0x480040	void MapDirErase(char* folder, char* ext)	line 238 in loadsave.c	sub_480040("PROTO\\CRITTERS\\", "PRO");
0x480040	void MapDirErase(char* folder, char* ext)	line 239 in loadsave.c	sub_480040("PROTO\\ITEMS\\", "PRO");
0x47c5b4	void QuickSnapShot()	line 266 in loadsave.c	int v6 = sub_47C5B4();
0x47e5d0	void GetSlotList()	line 321 in loadsave.c	if (sub_47E5D0() == -1) {
0x47ec48	void LoadTumbSlot()	line 350 in loadsave.c	sub_47EC48(dword_5193B8);
0x47e6d8	void ShowSlotList()	line 357 in loadsave.c	sub_47E6D8(0);
0x47e8e0	void DrawInfoBox()	line 358 in loadsave.c	sub_47E8E0(dword_5193B8);
0x4c9370	void get_time()	line 366 in loadsave.c	int tick = sub_4C9370();
0x4c8b78	DWORD get_input()	line 367 in loadsave.c	int keyCode = sub_4C8B78();
0x47ec48	void LoadTumbSlot()	line 478 in loadsave.c	sub_47EC48(dword_5193B8);
0x47e8e0	void DrawInfoBox()	line 486 in loadsave.c	sub_47E8E0(dword_5193B8);
0x47e6d8	void ShowSlotList()	line 488 in loadsave.c	sub_47E6D8(0);
0x47ed5c	void GetComment()	line 504 in loadsave.c	int v50 = sub_47ED5C(dword_5193B8);
0x47e5d0	void GetSlotList()	line 541 in loadsave.c	if (sub_47E5D0() == -1) {
0x47ec48	void LoadTumbSlot()	line 572 in loadsave.c	sub_47EC48(dword_5193B8);
0x47e6d8	void ShowSlotList()	line 577 in loadsave.c	sub_47E6D8(0);
0x47e8e0	void DrawInfoBox()	line 578 in loadsave.c	sub_47E8E0(dword_5193B8);
0x47c5b4	void QuickSnapShot()	line 602 in loadsave.c	int sub_47C5B4()
0x482938	void map_new_map()	line 692 in loadsave.c	sub_482938();
0x47e5d0	void GetSlotList()	line 720 in loadsave.c	if (sub_47E5D0() == -1) {
0x47ec48	void LoadTumbSlot()	line 740 in loadsave.c	sub_47EC48(dword_5193B8);
0x47e6d8	void ShowSlotList()	line 751 in loadsave.c	sub_47E6D8(2);
0x47e8e0	void DrawInfoBox()	line 752 in loadsave.c	sub_47E8E0(dword_5193B8);
0x4c9370	void get_time()	line 759 in loadsave.c	int v37 = sub_4C9370();
0x4c8b78	DWORD get_input()	line 760 in loadsave.c	int keyCode = sub_4C8B78();
0x4c9370	void get_time()	line 859 in loadsave.c	int v45 = sub_4C9370();
0x47ec48	void LoadTumbSlot()	line 886 in loadsave.c	sub_47EC48(dword_5193B8);
0x47e6d8	void ShowSlotList()	line 910 in loadsave.c	sub_47E6D8(2);
0x47e8e0	void DrawInfoBox()	line 911 in loadsave.c	sub_47E8E0(dword_5193B8);
0x4c8b78	DWORD get_input()	line 921 in loadsave.c	keyCode = sub_4C8B78();
0x47ec48	void LoadTumbSlot()	line 927 in loadsave.c	sub_47EC48(dword_5193B8);
0x47e8e0	void DrawInfoBox()	line 950 in loadsave.c	sub_47E8E0(dword_5193B8);
0x47e6d8	void ShowSlotList()	line 951 in loadsave.c	sub_47E6D8(2);
0x482938	void map_new_map()	line 1014 in loadsave.c	sub_482938();
0x451970	void gsound_red_butt_press()	line 1191 in loadsave.c	buttonSetCallbacks(btn, sub_451970, sub_451978);
0x451970	void gsound_red_butt_press()	line 1208 in loadsave.c	buttonSetCallbacks(btn, sub_451970, sub_451978);
0x451970	void gsound_red_butt_press()	line 1225 in loadsave.c	buttonSetCallbacks(btn, sub_451970, sub_451978);
0x451970	void gsound_red_butt_press()	line 1242 in loadsave.c	buttonSetCallbacks(btn, sub_451970, sub_451978);
0x480104	void SaveBackup()	line 1302 in loadsave.c	if (sub_480104() == -1) {
0x4803d8	void RestoreSave()	line 1314 in loadsave.c	sub_4803D8();
0x480040	void MapDirErase(char* folder, char* ext)	line 1316 in loadsave.c	sub_480040(byte_614704, "BAK");
0x49466c	void partyMemberUnPrepSave()	line 1317 in loadsave.c	sub_49466C();
0x4803d8	void RestoreSave()	line 1327 in loadsave.c	sub_4803D8();
0x480040	void MapDirErase(char* folder, char* ext)	line 1329 in loadsave.c	sub_480040(byte_614704, "BAK");
0x49466c	void partyMemberUnPrepSave()	line 1330 in loadsave.c	sub_49466C();
0x4803d8	void RestoreSave()	line 1341 in loadsave.c	sub_4803D8();
