Function	Code	File
	call fo::funcoffs::item_remove_mult_;	Modules\BugFixes.cpp
	call fo::funcoffs::item_remove_mult_;	Modules\BugFixes.cpp
	__asm call fo::funcoffs::item_remove_mult_;	Modules\HookScripts\InventoryHs.cpp
	MakeJump(0x477492, RemoveObjHook); // old 0x477490	Modules\HookScripts\InventoryHs.cpp
void item_move_all()	jmp  fo::funcoffs::item_move_all_;	Modules\HookScripts\InventoryHs.cpp
	jmp  fo::funcoffs::item_move_all_;	Modules\HookScripts\InventoryHs.cpp
void item_move_all_hidden()	call fo::funcoffs::item_move_all_hidden_;	Modules\BugFixes.cpp
DWORD item_get_type(GameObject* item)	} else if (fo::func::item_get_type(tableItem->object) == fo::item_type_container) {	Game\items.cpp
	jmp  fo::funcoffs::item_get_type_;	Modules\BugFixes.cpp
	if (fo::func::item_get_type(item) == fo::ItemType::item_type_weapon) {	Modules\Inventory.cpp
	call fo::funcoffs::item_get_type_;	Modules\Inventory.cpp
	if (/*isControllingNPC &&*/ fo::func::item_get_type(item) == fo::ItemType::item_type_weapon) {	Modules\PartyControl.cpp
	if (itemReplaced && fo::func::item_get_type(itemReplaced) == fo::item_type_weapon && fo::func::item_get_type(item) == fo::item_type_ammo) {	Modules\HookScripts\InventoryHs.cpp
	if (args[2] != fo::INVEN_TYPE_RIGHT_HAND && fo::func::item_get_type((fo::GameObject*)args[1]) != fo::item_type_armor) {	Modules\HookScripts\InventoryHs.cpp
	call fo::funcoffs::item_get_type_;	Modules\SubModules\CombatBlock.cpp
DWORD item_size(GameObject* item)	totalSize += fo::func::item_size(item);	Game\inventory.cpp
	totalSize += fo::func::item_size(itemL);	Game\inventory.cpp
	totalSize += fo::func::item_size(item);	Game\inventory.cpp
	call fo::funcoffs::item_size_;	Modules\BugFixes.cpp
	call fo::funcoffs::item_size_;	Modules\BugFixes.cpp
	call fo::funcoffs::item_size_;	Modules\BugFixes.cpp
	call fo::funcoffs::item_size_;	Modules\BugFixes.cpp
	call fo::funcoffs::item_size_;	Modules\BugFixes.cpp
	int totalSize = game::Inventory::item_total_size(critter) + (fo::func::item_size(item) * count);	Modules\Inventory.cpp
	int size = fo::func::item_size(item);	Modules\Inventory.cpp
DWORD item_weight(GameObject* item)	call fo::funcoffs::item_weight_;	Modules\BugFixes.cpp
	call fo::funcoffs::item_weight_;	Modules\BugFixes.cpp
	call fo::funcoffs::item_weight_;	Modules\BugFixes.cpp
	call fo::funcoffs::item_weight_;	Modules\BugFixes.cpp
	call fo::funcoffs::item_weight_;	Modules\BugFixes.cpp
	ctx.setReturn(fo::func::item_weight(ctx.arg(0).object()));	Modules\Scripting\Handlers\Inventory.cpp
DWORD item_total_cost(GameObject* object)	args[5] = fo::func::item_total_cost(bTable);	Modules\HookScripts\MiscHs.cpp
	args[7] = pcCost = fo::func::item_total_cost(pTable);	Modules\HookScripts\MiscHs.cpp
DWORD item_total_weight(GameObject* object)	call fo::funcoffs::item_total_weight_;	Modules\BugFixes.cpp
	call fo::funcoffs::item_total_weight_;	Modules\BugFixes.cpp
	call fo::funcoffs::item_total_weight_;	Modules\BugFixes.cpp
	jmp  fo::funcoffs::item_total_weight_;	Modules\Inventory.cpp
	pcCost = fo::func::item_total_weight(pTable);	Modules\HookScripts\MiscHs.cpp
void can_use_weapon()	call fo::funcoffs::can_use_weapon_; // 1 - can't use	Modules\HookScripts\CombatHs.cpp
GameObject* item_hit_with(GameObject* critter, DWORD hitMode)	// return item_weapon_range(source, fo::func::item_hit_with(source, hitMode), hitMode);	Game\items.cpp
	call fo::funcoffs::item_hit_with_;  // get pointer to weapon	Modules\Perks.cpp
	call fo::funcoffs::item_hit_with_; // get pointer to weapon	Modules\Perks.cpp
void item_mp_cost()	call fo::funcoffs::item_mp_cost_;	Modules\AI.cpp
DWORD item_w_subtype(GameObject* item, DWORD hitMode)	long type = fo::func::item_w_subtype(item, hitMode);	Game\items.cpp
	long wType = fo::func::item_w_subtype(item, fo::AttackType::ATKTYPE_RWEAPON_PRIMARY);	Modules\AI.cpp
	call fo::funcoffs::item_w_subtype_;	Modules\BugFixes.cpp
	jmp  fo::funcoffs::item_w_subtype_; // eax - item	Modules\Perks.cpp
	call fo::funcoffs::item_w_subtype_;	Modules\Perks.cpp
DWORD item_w_damage(GameObject* critter, DWORD hitMode)	long rawDamage = fo::func::item_w_damage(ctd.attacker, ctd.hitMode); // get the raw damage value	Modules\DamageMod.cpp
	long rawDamage = fo::func::item_w_damage(ctd.attacker, ctd.hitMode); // Retrieve Raw Damage	Modules\DamageMod.cpp
void item_w_damage_type()	jmp  fo::funcoffs::item_w_damage_type_;	Modules\Combat.cpp
	jmp  fo::funcoffs::item_w_damage_type_;	Modules\Skills.cpp
void item_w_anim()	if (fo::func::item_w_anim_weap(weapon, fo::AttackType::ATKTYPE_RWEAPON_SECONDARY) == fo::Animation::ANIM_fire_burst) {	Modules\AI.cpp
	long anim = fo::func::item_w_anim_weap(weapon, hitMode);	Modules\Combat.cpp
	long anim = fo::func::item_w_anim_weap(weapon, fo::AttackType::ATKTYPE_RWEAPON_SECONDARY);	Modules\Combat.cpp
DWORD item_w_anim_weap(GameObject* item, DWORD hitMode)	if (fo::func::item_w_anim_weap(weapon, fo::AttackType::ATKTYPE_RWEAPON_SECONDARY) == fo::Animation::ANIM_fire_burst) {	Modules\AI.cpp
	long anim = fo::func::item_w_anim_weap(weapon, hitMode);	Modules\Combat.cpp
	long anim = fo::func::item_w_anim_weap(weapon, fo::AttackType::ATKTYPE_RWEAPON_SECONDARY);	Modules\Combat.cpp
DWORD item_w_max_ammo(GameObject* item)	long maxAmmo = fo::func::item_w_max_ammo(item);	Modules\Inventory.cpp
DWORD item_w_curr_ammo(GameObject* item)	long currAmmo = fo::func::item_w_curr_ammo(weapon);	Modules\Combat.cpp
	long curAmmo = fo::func::item_w_curr_ammo(item);	Modules\Inventory.cpp
void item_w_can_reload()	jmp  fo::funcoffs::item_w_can_reload_;	Modules\HookScripts\InventoryHs.cpp
DWORD item_w_reload(GameObject* weapon, GameObject* ammo)	result = fo::func::item_w_reload(weapon, ammo);	Modules\AI.cpp
	jmp fo::funcoffs::item_w_reload_;	Modules\AI.cpp
DWORD item_w_range(GameObject* critter, DWORD hitMode)	} else if (fastShotTweak < 2 && type > fo::AttackSubType::MELEE && fo::func::item_w_range(source, hitMode) >= 2) { // Fallout 2 behavior (with Haenlomal's fix)	Game\items.cpp
	if (fo::func::item_w_range(source, fo::AttackType::ATKTYPE_PUNCH) >= fo::func::obj_dist(source, target)) {	Modules\AI.cpp
	long weaponRange = fo::func::item_w_range(source, fo::ATKTYPE_RWEAPON_SECONDARY);	Modules\AI.cpp
	jmp  fo::funcoffs::item_w_range_;	Modules\MiscPatches.cpp
	call fo::funcoffs::item_w_range_;	Modules\Perks.cpp
	call fo::funcoffs::item_w_range_;  // get weapon's range	Modules\Perks.cpp
DWORD item_w_mp_cost(GameObject* source, DWORD hitMode, DWORD isCalled)	sf::MakeJump(fo::funcoffs::item_w_mp_cost_ + 1, item_w_mp_cost_hack); // 0x478B25	Game\items.cpp
	call fo::funcoffs::item_w_mp_cost_;	Modules\HookScripts\CombatHs.cpp
void item_w_perk()	jmp  fo::funcoffs::item_w_perk_;	Modules\BugFixes.cpp
DWORD item_w_rounds(GameObject* item)	rounds = fo::func::item_w_rounds(weapon); // ammo in burst	Modules\Combat.cpp
DWORD item_w_primary_mp_cost(GameObject* item)	cost = fo::func::item_w_primary_mp_cost(weapon);	Game\items.cpp
DWORD item_w_secondary_mp_cost(GameObject* item)	cost = fo::func::item_w_secondary_mp_cost(weapon);	Game\items.cpp
DWORD item_w_compute_ammo_cost(GameObject* item, DWORD* rounds)	fo::func::item_w_compute_ammo_cost(weapon, &newRounds);	Modules\Combat.cpp
	result = fo::func::item_w_compute_ammo_cost(weapon, &rounds);	Modules\HookScripts\CombatHs.cpp
DWORD item_w_dr_adjust(GameObject* item)	long ammoDRM = fo::func::item_w_dr_adjust(ctd.weapon);  // ammoDRM value	Modules\DamageMod.cpp
	long ammoDT = fo::func::item_w_dr_adjust(ctd.weapon);   // Retrieve ammo DT (well, it's really Retrieve ammo DR, but since we're treating ammo DR as ammo DT...)	Modules\DamageMod.cpp
DWORD item_w_dam_mult(GameObject* item)	long ammoX = fo::func::item_w_dam_mult(ctd.weapon);     // ammoX value	Modules\DamageMod.cpp
	long ammoMult = fo::func::item_w_dam_mult(ctd.weapon);  // Retrieve Ammo Dividend	Modules\DamageMod.cpp
DWORD item_w_dam_div(GameObject* item)	long ammoY = fo::func::item_w_dam_div(ctd.weapon);      // ammoY value (divisor)	Modules\DamageMod.cpp
	long ammoDiv = fo::func::item_w_dam_div(ctd.weapon);    // Retrieve Ammo Divisor	Modules\DamageMod.cpp
void item_m_turn_off()	jmp  fo::funcoffs::item_m_turn_off_;	Modules\BugFixes.cpp
DWORD item_c_curr_size(GameObject* critter)	int totalSize = fo::func::item_c_curr_size(critter);	Game\inventory.cpp
	call fo::funcoffs::item_c_curr_size_;	Modules\BugFixes.cpp
	call fo::funcoffs::item_c_curr_size_;	Modules\BugFixes.cpp
DWORD item_d_take_drug(GameObject* source, GameObject* item)	return fo::func::item_d_take_drug(source, item);	Game\items.cpp
	jmp fo::funcoffs::item_d_take_drug_;	Modules\HookScripts\ObjectHs.cpp
void insert_withdrawal()	call fo::funcoffs::insert_withdrawal_;	Modules\BugFixes.cpp
void perform_withdrawal_end()	call fo::funcoffs::perform_withdrawal_end_;	Modules\BugFixes.cpp
DWORD item_caps_total(GameObject* object)	call fo::funcoffs::item_caps_total_;	Modules\BugFixes.cpp
	args[4] = fo::func::item_caps_total(bTable);	Modules\HookScripts\MiscHs.cpp
DWORD light_get_tile(DWORD elevation, DWORD tileNum)	int lightLevel = fo::func::light_get_tile(ctx.arg(0).rawValue(), ctx.arg(1).rawValue());	Modules\Scripting\Handlers\Misc.cpp
void SaveGame()	call fo::funcoffs::SaveGame_;	Modules\LoadGameHook.cpp
void LoadGame()	call fo::funcoffs::LoadGame_;	Modules\LoadGameHook.cpp
void GetSlotList()	jmp  fo::funcoffs::GetSlotList_;    // reset page save list func	Modules\ExtraSaveSlots.cpp
void EndLoad(DbFile* file)	call fo::funcoffs::EndLoad_;	Modules\LoadGameHook.cpp
void MapDirErase(char* folder, char* ext)	fo::func::MapDirErase(_F_PROTO_CRITTERS, _F_SAV);	Modules\LoadOrder.cpp
void RestoreLoad()	//0x480708, // RestoreLoad_ (never called)	Modules\LoadGameHook.cpp
void main_init_system()	call fo::funcoffs::main_init_system_;	Modules\LoadGameHook.cpp
void main_reset_system()	//0x480D0C, // main_reset_system_ (never called)	Modules\LoadGameHook.cpp
void main_load_new()	call fo::funcoffs::main_load_new_;	Modules\LoadGameHook.cpp
void main_menu_create()	jmp  fo::funcoffs::main_menu_create_;	Modules\LoadGameHook.cpp
void main_menu_is_shown()	call fo::funcoffs::main_menu_is_shown_;	WinProc.cpp
void map_exit()	jmp  fo::funcoffs::map_exit_;	Modules\LoadGameHook.cpp
void map_enable_bk_processes()	jmp fo::funcoffs::map_enable_bk_processes_;	Modules\PartyControl.cpp
	jmp fo::funcoffs::map_enable_bk_processes_;	Modules\Scripting\Handlers\Misc.cpp
void map_disable_bk_processes()	jmp fo::funcoffs::map_disable_bk_processes_;	Modules\Scripting\Handlers\Misc.cpp
void map_set_elevation()	jmp  fo::funcoffs::map_set_elevation_;	Modules\MiscPatches.cpp
void map_load()	call fo::funcoffs::map_load_;	Modules\Worldmap.cpp
void map_load_idx()	jmp  fo::funcoffs::map_load_idx_;	Modules\MiscPatches.cpp
	jmp  fo::funcoffs::map_load_idx_;	Modules\Worldmap.cpp
	jmp  fo::funcoffs::map_load_idx_; // eax - map id	Modules\HookScripts\MiscHs.cpp
	call fo::funcoffs::map_load_idx_;	Modules\HookScripts\MiscHs.cpp
	jmp  fo::funcoffs::map_load_idx_; // eax - mapID	Modules\Scripting\Handlers\Worldmap.cpp
void map_load_file()	call fo::funcoffs::map_load_file_;	Modules\LoadGameHook.cpp
void map_target_load_area()	call fo::funcoffs::map_target_load_area_; // returns the area ID of the loaded map	Modules\MiscPatches.cpp
void map_fix_critter_combat_data()	jmp  fo::funcoffs::map_fix_critter_combat_data_;	Modules\Objects.cpp
void map_scroll_refresh_mapper()	// //fo::var::setInt(FO_VAR_map_scroll_refresh) = fo::funcoffs::map_scroll_refresh_mapper_;	Modules\DebugEditor.cpp
DWORD message_exit(MessageList* msgList)	fo::func::message_exit(&MsgList);	Modules\HeroAppearance.cpp
	fo::func::message_exit(it->second.get());	Modules\Message.cpp
	fo::func::message_exit(it->second.get());	Modules\Message.cpp
DWORD message_load(MessageList* msgList, char* msgFilePath)	if (fo::func::message_load(&MsgList, MsgFileName) == 1) {	Modules\HeroAppearance.cpp
	if (fo::func::message_load(&MsgList, "game\\AppIface.msg") == 1) {	Modules\HeroAppearance.cpp
	if (fo::func::message_load(&MsgList, "game\\AppIface.msg") == 1) {	Modules\HeroAppearance.cpp
	if (fo::func::message_load(list, path.c_str()) == 1) {	Modules\Message.cpp
	if (!fo::func::message_load(list, path.c_str())) {	Modules\Message.cpp
	//if (!fo::func::message_load(list, path.c_str())) {	Modules\Message.cpp
DWORD message_search(MessageList* file, MessageNode* msg)	if (fo::func::message_search(file, &messageBuf) == 1) {	FalloutEngine\EngineUtils.cpp
	jmp  fo::funcoffs::message_search_;	Modules\BugFixes.cpp
	jmp  fo::funcoffs::message_search_;	Modules\BugFixes.cpp
	call fo::funcoffs::message_search_;	Modules\Message.cpp
DWORD message_find(DWORD* msgFile, DWORD msgNumber, DWORD* outBuf)	fo::func::message_find(msgFile, msgData->number, &outValue);	Modules\Message.cpp
char* getmsg(MessageList* fileAddr, MessageNode* result, DWORD messageId)	return fo::func::getmsg(file, &messageBuf, messageId);	FalloutEngine\EngineUtils.cpp
	jmp  fo::funcoffs::getmsg_;	Modules\BarBoxes.cpp
	call fo::funcoffs::getmsg_;	Modules\QuestList.cpp
	call fo::funcoffs::getmsg_;	Modules\QuestList.cpp
void movieStop()	jmp  fo::funcoffs::movieStop_;	Modules\Movies.cpp
void movieRun()	call fo::funcoffs::movieRun_;	Modules\Movies.cpp
void movieUpdate()	__asm call fo::funcoffs::movieUpdate_; // for reading subtitles when playing mve	Modules\Movies.cpp
void obj_new()	jmp  fo::funcoffs::obj_new_;	Modules\BugFixes.cpp
	fo::func::obj_new_sid_inst(object, scriptType, scriptIndex);	Modules\Scripting\Handlers\Objects.cpp
DWORD obj_pid_new(GameObject* object, DWORD pid)	if (fo::func::obj_pid_new((fo::GameObject*)&object, pid) != -1) { // create new object	Modules\HookScripts\DeathHs.cpp
DWORD obj_connect(GameObject* object, DWORD tile, DWORD elevation, RECT* rect)	fo::func::obj_connect(item, source->tile, source->elevation, 0);	Game\items.cpp
DWORD obj_move_to_tile(GameObject* object, DWORD tile, DWORD elevation, RECT* rect)	jmp  fo::funcoffs::obj_move_to_tile_;	Modules\BugFixes.cpp
	call fo::funcoffs::obj_move_to_tile_;	Modules\BugFixes.cpp
void obj_change_fid()	//fo::func::obj_change_fid(critter, artID, 0);	Modules\BugFixes.cpp
void obj_set_light()	call fo::funcoffs::obj_set_light_;	Modules\Explosions.cpp
void obj_turn_off_light()	jmp  fo::funcoffs::obj_turn_off_light_;	Modules\HookScripts\ObjectHs.cpp
void obj_turn_on()	call fo::funcoffs::obj_turn_on_;	Modules\BugFixes.cpp
DWORD obj_erase_object(GameObject* object, RECT* boundRect)	if (createNewObj) fo::func::obj_erase_object(weapon, 0); // delete created object	Modules\HookScripts\DeathHs.cpp
GameObject* obj_find_first()	fo::GameObject* obj = fo::func::obj_find_first_at_tile(elev, tile);	FalloutEngine\EngineUtils.cpp
	fo::GameObject* obj = fo::func::obj_find_first();	Game\objects.cpp
	fo::GameObject* object = fo::func::obj_find_first_at_tile(srcObject->elevation, tile);	Game\tilemap.cpp
	fo::GameObject* obj = fo::func::obj_find_first_at_tile(elv, tile);	Modules\DebugEditor.cpp
	fo::GameObject* obj = fo::func::obj_find_first();	Modules\Objects.cpp
	fo::GameObject* obj = fo::func::obj_find_first_at_tile(elv, tile);	Modules\Scripting\Handlers\Arrays.cpp
	auto obj = fo::func::obj_find_first_at_tile(elevation, tile);	Modules\Scripting\Handlers\Objects.cpp
GameObject* obj_find_next()	obj = fo::func::obj_find_next_at_tile();	FalloutEngine\EngineUtils.cpp
	obj = fo::func::obj_find_next();	Game\objects.cpp
	object = fo::func::obj_find_next_at_tile();	Game\tilemap.cpp
	obj = fo::func::obj_find_next_at_tile();	Modules\DebugEditor.cpp
	obj = fo::func::obj_find_next();	Modules\Objects.cpp
	obj = fo::func::obj_find_next_at_tile();	Modules\Scripting\Handlers\Arrays.cpp
	obj = fo::func::obj_find_next_at_tile();	Modules\Scripting\Handlers\Objects.cpp
void obj_find_first_at()	fo::GameObject* obj = fo::func::obj_find_first_at_tile(elev, tile);	FalloutEngine\EngineUtils.cpp
	fo::GameObject* object = fo::func::obj_find_first_at_tile(srcObject->elevation, tile);	Game\tilemap.cpp
	fo::GameObject* obj = fo::func::obj_find_first_at_tile(elv, tile);	Modules\DebugEditor.cpp
	fo::GameObject* obj = fo::func::obj_find_first_at_tile(elv, tile);	Modules\Scripting\Handlers\Arrays.cpp
	auto obj = fo::func::obj_find_first_at_tile(elevation, tile);	Modules\Scripting\Handlers\Objects.cpp
void obj_find_next_at()	obj = fo::func::obj_find_next_at_tile();	FalloutEngine\EngineUtils.cpp
	object = fo::func::obj_find_next_at_tile();	Game\tilemap.cpp
	obj = fo::func::obj_find_next_at_tile();	Modules\DebugEditor.cpp
	obj = fo::func::obj_find_next_at_tile();	Modules\Scripting\Handlers\Arrays.cpp
	obj = fo::func::obj_find_next_at_tile();	Modules\Scripting\Handlers\Objects.cpp
GameObject* obj_find_first_at_tile(DWORD elevation, DWORD tileNum)	fo::GameObject* obj = fo::func::obj_find_first_at_tile(elev, tile);	FalloutEngine\EngineUtils.cpp
	fo::GameObject* object = fo::func::obj_find_first_at_tile(srcObject->elevation, tile);	Game\tilemap.cpp
	fo::GameObject* obj = fo::func::obj_find_first_at_tile(elv, tile);	Modules\DebugEditor.cpp
	fo::GameObject* obj = fo::func::obj_find_first_at_tile(elv, tile);	Modules\Scripting\Handlers\Arrays.cpp
	auto obj = fo::func::obj_find_first_at_tile(elevation, tile);	Modules\Scripting\Handlers\Objects.cpp
GameObject* obj_find_next_at_tile()	obj = fo::func::obj_find_next_at_tile();	FalloutEngine\EngineUtils.cpp
	object = fo::func::obj_find_next_at_tile();	Game\tilemap.cpp
	obj = fo::func::obj_find_next_at_tile();	Modules\DebugEditor.cpp
	obj = fo::func::obj_find_next_at_tile();	Modules\Scripting\Handlers\Arrays.cpp
	obj = fo::func::obj_find_next_at_tile();	Modules\Scripting\Handlers\Objects.cpp
void obj_bound(GameObject* object, RECT* boundRect)	fo::func::obj_bound(obj, &rect);	FalloutEngine\EngineUtils.cpp
	fo::func::obj_bound(targetObject, &rect);	Modules\PartyControl.cpp
	fo::func::obj_bound(underObject, &rect);	Modules\PartyControl.cpp
GameObject* obj_blocking_at(GameObject* object, DWORD tile, DWORD elevation)	fo::GameObject* obj = fo::func::obj_blocking_at(source, chkTile, source->elevation);	FalloutEngine\EngineUtils.cpp
	fo::GameObject* obj = fo::func::obj_blocking_at(source, chkTile, source->elevation);	FalloutEngine\EngineUtils.cpp
	obj = fo::func::obj_blocking_at(source, chkTile, source->elevation);	FalloutEngine\EngineUtils.cpp
	obj = fo::func::obj_blocking_at(source, chkTile, source->elevation);	FalloutEngine\EngineUtils.cpp
	if (checkTargetTile && fo::func::obj_blocking_at_wrapper(srcObject, targetTile, srcObject->elevation, blockFunc)) return 0;	Game\tilemap.cpp
	call fo::funcoffs::obj_blocking_at_;	Modules\BugFixes.cpp
	call fo::funcoffs::obj_blocking_at_;	Modules\BugFixes.cpp
	while (fo::func::obj_blocking_at(0, checkTile, elev)) {	Modules\BugFixes.cpp
	if (fo::func::obj_blocking_at(source, fo::func::tile_num_in_direction(tilePlace, dir, 1), elevation)) {	Modules\BugFixes.cpp
	jmp  fo::funcoffs::obj_blocking_at_;	Modules\HookScripts\CombatHs.cpp
	call fo::funcoffs::obj_blocking_at_;	Modules\HookScripts\CombatHs.cpp
	MakeJump(0x48B848, HexMoveBlockingHook);	Modules\HookScripts\HexBlockingHs.cpp
	return fo::funcoffs::obj_blocking_at_;       // with calling hook	Modules\Scripting\Handlers\Objects.cpp
	fo::GameObject* resultObj = fo::func::obj_blocking_at_wrapper(0, tile, elevation, (void*)getBlockingFunc(type));	Modules\Scripting\Handlers\Objects.cpp
void obj_shoot_blocking_at()	push fo::funcoffs::obj_shoot_blocking_at_; // check hex objects func pointer	Modules\MiscPatches.cpp
	call fo::funcoffs::obj_shoot_blocking_at_;	Modules\HookScripts\HexBlockingHs.cpp
	return fo::funcoffs::obj_shoot_blocking_at_; // w/o calling hook	Modules\Scripting\Handlers\Objects.cpp
void obj_ai_blocking_at()	call fo::funcoffs::obj_ai_blocking_at_;	Modules\HookScripts\HexBlockingHs.cpp
	return fo::funcoffs::obj_ai_blocking_at_;    // w/o calling hook	Modules\Scripting\Handlers\Objects.cpp
void obj_scroll_blocking_at()	// return fo::funcoffs::obj_scroll_blocking_at_;	Modules\Scripting\Handlers\Objects.cpp
void obj_sight_blocking_at()	call fo::funcoffs::obj_sight_blocking_at_;	Modules\HookScripts\HexBlockingHs.cpp
	return fo::funcoffs::obj_sight_blocking_at_; // w/o calling hook	Modules\Scripting\Handlers\Objects.cpp
DWORD obj_dist(GameObject* obj_src, GameObject* obj_trg)	return AIHelpers::AttackInRange(source, weapon, fo::func::obj_dist(source, target));	Game\AI\AIHelpers.cpp
	if (fo::func::item_w_range(source, fo::AttackType::ATKTYPE_PUNCH) >= fo::func::obj_dist(source, target)) {	Modules\AI.cpp
	long targetDist  = fo::func::obj_dist(source, target);	Modules\AI.cpp
	return (fo::func::obj_dist(source, target) <= (fo::func::stat_level(source, fo::STAT_pe) * 3));	Modules\MiscPatches.cpp
	call fo::funcoffs::obj_dist_; // check distance between dude_obj and party_member	Modules\MiscPatches.cpp
	jmp  fo::funcoffs::obj_dist_;	Modules\MiscPatches.cpp
	long distance = fo::func::obj_dist(fo::var::obj_dude, relativeObject);	Modules\Sound.cpp
DWORD obj_dist_with_tile(GameObject* source, DWORD sourceTile, GameObject* target, DWORD targetTile)	jmp  fo::funcoffs::obj_dist_with_tile_;	Modules\BugFixes.cpp
void object_description()	jmp  fo::funcoffs::object_description_;	Modules\HookScripts\ObjectHs.cpp
void obj_save_dude()	call fo::funcoffs::obj_save_dude_; // save current hero state structure fuction	Modules\HeroAppearance.cpp
void do_options()	call fo::funcoffs::do_options_;	Modules\LoadGameHook.cpp
void do_optionsFunc()	call fo::funcoffs::do_optionsFunc_;	Modules\LoadGameHook.cpp
void do_prefscreen()	call fo::funcoffs::do_prefscreen_;	Modules\LoadGameHook.cpp
void palette_init()	jmp  fo::funcoffs::palette_init_;	Modules\Graphics.cpp
	call fo::funcoffs::palette_init_;	Modules\SubModules\DirectDraw.cpp
void palette_fade_to()	__asm call fo::funcoffs::palette_fade_to_;	Modules\Scripting\Handlers\Worldmap.cpp
void palette_set_to()	call fo::funcoffs::palette_set_to_;	Modules\Scripting\Handlers\Misc.cpp
void partyMemberRemove()	call fo::funcoffs::partyMemberRemove_;	Modules\HookScripts\DeathHs.cpp
void partyMemberRecoverLoad()	jmp  fo::funcoffs::partyMemberRecoverLoad_;	Modules\BugFixes.cpp
DWORD isPartyMember(GameObject* obj)	call fo::funcoffs::isPartyMember_;	Modules\BugFixes.cpp
	call fo::funcoffs::isPartyMember_; // and dude	Modules\BugFixes.cpp
	if (!(sizeLimitMode & 2) || !(fo::func::isPartyMember(critter))) return 0; // if mode 2 is selected, check this party member, otherwise 0	Modules\Inventory.cpp
	int level = (isPartyMember) // fo::func::isPartyMember(npc)	Modules\PartyControl.cpp
	call fo::funcoffs::isPartyMember_;	Modules\PartyControl.cpp
	if (obj->IsCritter() && fo::func::isPartyMember(obj)) {	Modules\Scripting\Handlers\Perks.cpp
	if (obj->IsCritter() && fo::func::isPartyMember(obj)) {	Modules\Scripting\Handlers\Perks.cpp
	if (obj->IsCritter() && fo::func::isPartyMember(obj)) {	Modules\Scripting\Handlers\Perks.cpp
	if (obj->IsCritter() && fo::func::isPartyMember(obj)) {	Modules\Scripting\Handlers\Perks.cpp
	if (obj->IsCritter() && fo::func::isPartyMember(obj)) {	Modules\Scripting\Handlers\Perks.cpp
void partyMemberSaveProtos()	jmp  fo::funcoffs::partyMemberSaveProtos_;	Modules\ScriptExtender.cpp
void partyMemberIncLevels()	__asm call fo::funcoffs::partyMemberIncLevels_;	Modules\Scripting\Handlers\Objects.cpp
void partyMemberCopyLevelInfo()	call fo::funcoffs::partyMemberCopyLevelInfo_;	Modules\BugFixes.cpp
DWORD partyMemberGetCurLevel(GameObject* obj)	? fo::func::partyMemberGetCurLevel(npc)	Modules\PartyControl.cpp
	int level = fo::func::partyMemberGetCurLevel(partyMember);	Modules\PartyControl.cpp
void loadPCX()	call fo::funcoffs::loadPCX_;	FalloutEngine\Functions.cpp
	BYTE* data = fo::func::loadPCX(file, &w, &h);	Modules\Scripting\Handlers\Interface.cpp
DWORD perk_can_add(GameObject* critter, DWORD perkId)	if (fo::func::perk_can_add(fo::var::obj_dude, extPerks[i].id)) data[available++] = extPerks[i].id;	Modules\Perks.cpp
	result = fo::func::perk_can_add(fo::var::obj_dude, perkId);	Modules\Scripting\Handlers\Perks.cpp
void perk_add()	fo::func::perk_add_effect(critter, queue->perkId);	Modules\BugFixes.cpp
	fo::func::perk_add_effect(fo::var::obj_dude, perkID);	Modules\Perks.cpp
	call fo::funcoffs::perk_add_;	Modules\Perks.cpp
void perk_add_force()	call fo::funcoffs::perk_add_force_;	Modules\BugFixes.cpp
void perk_make_list()	call fo::funcoffs::perk_make_list_; // return available count	Modules\Perks.cpp
DWORD perk_level(GameObject* critter, DWORD perkId)	return fo::func::perk_level(source, perkID);	Game\stats.cpp
	call fo::funcoffs::perk_level_;	Modules\BugFixes.cpp
	call fo::funcoffs::perk_level_;	Modules\BugFixes.cpp
	call fo::funcoffs::perk_level_;	Modules\BugFixes.cpp
	call fo::funcoffs::perk_level_;                // Get rank of Bonus HtH Damage	Modules\DamageMod.cpp
	call fo::funcoffs::perk_level_;                // Get rank of Bonus HtH Damage	Modules\DamageMod.cpp
	call fo::funcoffs::perk_level_;                // Return Rank_of_Bonus_HtH_Damage_perk	Modules\DamageMod.cpp
	call fo::funcoffs::perk_level_;                // Return Rank_of_Bonus_HtH_Damage_perk	Modules\DamageMod.cpp
	call fo::funcoffs::perk_level_;	Modules\DamageMod.cpp
	call fo::funcoffs::perk_level_;	Modules\DamageMod.cpp
	long perkLevel = fo::func::perk_level(fo::var::obj_dude, fo::PERK_quick_pockets);	Modules\Inventory.cpp
	int bonusmove = fo::func::perk_level(fo::var::obj_dude, fo::PERK_bonus_move);	Modules\LoadGameHook.cpp
	return fo::func::perk_level(source, perk);	Modules\PartyControl.cpp
	if (fo::func::perk_level(fo::var::obj_dude, i)) return 0x43438A; // print perks	Modules\Perks.cpp
	jmp  fo::funcoffs::perk_level_;	Modules\Perks.cpp
	jmp  fo::funcoffs::perk_level_;	Modules\Perks.cpp
	call fo::funcoffs::perk_level_;	Modules\Perks.cpp
	call fo::funcoffs::perk_level_;	Modules\Stats.cpp
	call fo::funcoffs::perk_level_;	Modules\Worldmap.cpp
void perk_name()	jmp  fo::funcoffs::perk_name_;	Modules\Perks.cpp
	jmp  fo::funcoffs::perk_name_;	Modules\Perks.cpp
